lat	lng
40.802471	-73.949326
40.806889	-73.953583
40.80827	-73.948982
40.806759	-73.946312
40.802372	-73.949364
40.806713	-73.946304
40.802658	-73.956619
40.80397	-73.966484
40.80434	-73.955475
40.814381	-73.955414
40.792145	-73.946358
40.801533	-73.934418
40.816078	-73.946922
40.792725	-73.941025
40.820141	-73.954849
40.812408	-73.953346
40.812641	-73.94931
40.789623	-73.954475
40.807835	-73.948952
40.808018	-73.944923
40.787151	-73.954025
40.800652	-73.94648
40.847446	-73.938095
40.804565	-73.938156
40.810535	-73.951805
40.86528	-73.927971
40.833008	-73.941978
40.816471	-73.939255
40.805954	-73.954414
40.787704	-73.953842
40.805553	-73.939102
40.813934	-73.95974
40.808018	-73.963654
40.809608	-73.944122
40.79837	-73.952759
40.808929	-73.963486
40.804138	-73.948082
40.789833	-73.952354
40.788467	-73.955269
40.846352	-73.938423
40.805424	-73.939163
40.802624	-73.949326
40.78857	-73.953217
40.80508	-73.938866
40.807987	-73.945412
40.794811	-73.944496
40.790886	-73.953613
40.830807	-73.941353
40.811161	-73.94294
40.790901	-73.951523
40.841515	-73.94265
40.819218	-73.944427
40.804401	-73.95208
40.790089	-73.952171
40.82621	-73.950508
40.794659	-73.939392
40.789272	-73.954674
40.803474	-73.938141
40.823078	-73.941757
40.813808	-73.959473
40.806038	-73.950485
40.789841	-73.952263
40.805649	-73.954552
40.80188	-73.949265
40.808968	-73.948479
40.79837	-73.952644
40.789791	-73.952255
40.846554	-73.938217
40.795681	-73.932732
40.846123	-73.938507
40.806156	-73.942482
40.788464	-73.953056
40.803944	-73.966522
40.805588	-73.93924
40.805401	-73.965988
40.804276	-73.966492
40.801353	-73.937553
40.786598	-73.952751
40.788689	-73.953064
40.796734	-73.937096
40.789841	-73.952354
40.787258	-73.954224
40.811401	-73.950531
40.806931	-73.960953
40.790909	-73.95356
40.796581	-73.934914
40.802402	-73.949371
40.805256	-73.961983
40.806824	-73.960899
40.820332	-73.954849
40.798542	-73.941475
40.816914	-73.946098
40.787357	-73.95417
40.836571	-73.940048
40.800842	-73.958214
40.80611	-73.965248
40.821899	-73.945847
40.78788	-73.953606
40.786026	-73.951126
40.790813	-73.953697
40.805115	-73.93895
40.788685	-73.955238
40.801605	-73.934456
40.807888	-73.945786
40.811447	-73.957497
40.799351	-73.936035
40.793003	-73.949989
40.805328	-73.939308
40.788536	-73.953156
40.820171	-73.951385
40.839851	-73.940506
40.826305	-73.950706
40.807163	-73.944016
40.822495	-73.953102
40.790802	-73.953705
40.802578	-73.933037
40.785347	-73.949417
40.810738	-73.952354
40.847881	-73.93782
40.803791	-73.937813
40.806446	-73.964981
40.80777	-73.964195
40.802528	-73.94931
40.790195	-73.951836
40.804802	-73.939499
40.813671	-73.959969
40.810036	-73.943733
40.829182	-73.93734
40.785877	-73.951065
40.821621	-73.953964
40.865776	-73.92672
40.822201	-73.942261
40.788517	-73.953102
40.849064	-73.936996
40.798244	-73.952286
40.800655	-73.935249
40.812485	-73.941971
40.800606	-73.95063
40.810116	-73.950996
40.804802	-73.938362
40.78828	-73.953362
40.795422	-73.948204
40.805061	-73.93885
40.810932	-73.952934
40.812141	-73.950089
40.820126	-73.955002
40.795242	-73.933411
40.795959	-73.935211
