lat	lng
40.805153	-73.93911
40.78894	-73.953072
40.789726	-73.954575
40.789894	-73.952293
40.825184	-73.947762
40.813454	-73.956367
40.814934	-73.955048
40.801697	-73.949135
40.789459	-73.952293
40.804207	-73.966675
40.788261	-73.946976
40.846893	-73.93557
40.809296	-73.959274
40.795345	-73.950317
40.823483	-73.941643
40.817852	-73.956467
40.807133	-73.960754
40.795765	-73.938629
40.795406	-73.931839
40.807098	-73.949562
40.805065	-73.951027
40.807411	-73.964233
40.790134	-73.951767
40.787418	-73.95414
40.805817	-73.961761
40.788532	-73.95311
40.787163	-73.953804
40.808018	-73.964035
40.797413	-73.948357
40.802544	-73.956543
40.792751	-73.952202
40.789635	-73.954468
40.797821	-73.948586
40.807961	-73.963783
40.804188	-73.962982
40.789856	-73.952179
40.789284	-73.952599
40.801853	-73.949394
40.823711	-73.948631
40.791843	-73.944283
40.807953	-73.945374
40.806259	-73.93605
40.805508	-73.961967
40.842621	-73.939148
40.789745	-73.952271
40.814754	-73.947929
40.807919	-73.965469
40.805035	-73.939629
40.790871	-73.954041
40.815102	-73.942955
40.807934	-73.960167
40.78915	-73.954865
40.788776	-73.955238
40.788754	-73.95369
40.804585	-73.939804
40.804386	-73.937675
40.790886	-73.95401
40.804138	-73.9664
40.804405	-73.937355
40.803734	-73.93779
40.790962	-73.953918
40.817207	-73.938461
40.810654	-73.952629
40.784885	-73.948578
40.789528	-73.952423
40.790146	-73.954178
40.790867	-73.953796
40.789913	-73.952209
40.790817	-73.953903
40.842285	-73.939255
40.808407	-73.938965
40.828564	-73.948814
40.804928	-73.939629
40.801952	-73.961243
40.789558	-73.952713
40.802368	-73.956779
40.790081	-73.945831
40.853168	-73.934219
40.789097	-73.954918
40.806435	-73.964951
40.804005	-73.936577
40.810352	-73.962364
40.840199	-73.939621
40.810757	-73.952354
40.790619	-73.953766
40.803013	-73.952271
40.849854	-73.933411
40.815292	-73.958046
40.790356	-73.947624
40.78899	-73.954201
40.794643	-73.950935
40.811314	-73.961555
40.78904	-73.952713
40.799641	-73.951523
40.805618	-73.96196
40.789707	-73.939934
40.788738	-73.952911
40.822754	-73.94931
40.810268	-73.951088
40.795292	-73.931931
40.813019	-73.9375
40.831043	-73.940361
40.796677	-73.947006
40.809242	-73.948807
40.820038	-73.955307
40.797577	-73.948685
40.804531	-73.937653
40.786926	-73.953316
40.81031	-73.95134
40.808712	-73.948479
40.821423	-73.944649
40.820606	-73.946465
40.810387	-73.962166
40.78714	-73.954346
40.809498	-73.947754
40.793896	-73.940018
40.80798	-73.945473
40.792461	-73.941124
40.783722	-73.94442
40.809681	-73.959007
40.789207	-73.954834
40.808876	-73.963478
40.788971	-73.954254
40.787952	-73.95562
40.841278	-73.942276
40.839466	-73.943359
40.804897	-73.96244
40.822777	-73.942055
40.796345	-73.947563
40.790073	-73.954338
