lat	lng
40.790058	-73.945869
40.867123	-73.91713
40.804337	-73.955193
40.804146	-73.966576
40.7911	-73.951157
40.829952	-73.940392
40.836723	-73.943115
40.81485	-73.955246
40.812832	-73.941719
40.800789	-73.95417
40.845085	-73.941719
40.797924	-73.939827
40.849174	-73.933777
40.803951	-73.946144
40.804329	-73.966438
40.79002	-73.952194
40.827618	-73.94516
40.857857	-73.932098
40.804565	-73.955482
40.800213	-73.95092
40.821716	-73.939178
40.789688	-73.954437
40.804527	-73.937614
40.80415	-73.937607
40.847729	-73.938004
40.791664	-73.946724
40.85688	-73.92411
40.841007	-73.93998
40.868034	-73.92012
40.824417	-73.945107
40.808922	-73.959496
40.866623	-73.930511
40.803104	-73.963913
40.839832	-73.94104
40.828972	-73.948372
40.789742	-73.952164
40.798435	-73.941795
40.82634	-73.952599
40.850609	-73.932503
40.805546	-73.954521
40.811649	-73.936371
40.806141	-73.961494
40.804523	-73.955765
40.823803	-73.944061
40.806	-73.941109
40.818653	-73.93766
40.797127	-73.937897
40.807693	-73.949081
40.78352	-73.944511
40.814011	-73.94062
40.82304	-73.941994
40.814281	-73.940651
40.80957	-73.959068
40.822887	-73.941948
40.84164	-73.9394
40.816105	-73.939682
40.817478	-73.953239
40.804508	-73.937332
40.855282	-73.929466
40.829708	-73.940552
40.834267	-73.944923
40.809959	-73.947456
40.828846	-73.942169
40.855892	-73.928741
40.813133	-73.938232
40.866009	-73.927826
40.818027	-73.938118
40.810097	-73.939613
40.84074	-73.940163
40.794003	-73.94928
40.795551	-73.948006
40.791031	-73.951271
40.81089	-73.943306
40.86132	-73.924637
40.857265	-73.932373
40.82159	-73.939301
40.811592	-73.95459
40.811089	-73.953468
40.848785	-73.937424
40.803246	-73.964226
40.816734	-73.946571
40.802448	-73.936714
40.790207	-73.952087
