lat	lng
40.852196	-73.93306
40.796593	-73.935097
40.798481	-73.941765
40.791206	-73.942101
40.806324	-73.965309
40.805504	-73.961975
40.799496	-73.955521
40.808613	-73.947357
40.805336	-73.962265
40.808914	-73.952133
40.794941	-73.948494
40.787354	-73.954422
40.812737	-73.94577
40.792236	-73.950577
40.791134	-73.953911
40.815662	-73.960693
40.840866	-73.940041
40.863846	-73.9263
40.791851	-73.953255
40.817753	-73.945717
40.808868	-73.963478
40.784306	-73.94706
40.79834	-73.952446
40.850243	-73.935799
40.817226	-73.957016
40.841492	-73.940857
40.805382	-73.965965
40.786533	-73.952286
40.809383	-73.951813
40.804283	-73.955238
40.791336	-73.953934
40.792343	-73.938316
40.859295	-73.930908
40.839615	-73.940964
40.814972	-73.936111
40.796696	-73.938057
40.805447	-73.962189
40.835785	-73.943764
40.810368	-73.94355
40.800373	-73.945503
40.803741	-73.955894
40.806675	-73.953865
40.797459	-73.950768
40.804108	-73.937675
40.856499	-73.932854
40.803761	-73.935692
40.852478	-73.934578
40.805489	-73.961884
40.803532	-73.953148
40.849018	-73.933937
40.804821	-73.966331
40.789318	-73.954735
40.790516	-73.951988
40.808186	-73.963959
40.791882	-73.944397
40.81525	-73.943916
40.812439	-73.956894
40.823849	-73.944862
40.840996	-73.939964
40.809265	-73.948334
40.819729	-73.955559
40.787697	-73.95549
40.795822	-73.941475
40.787209	-73.954376
40.865044	-73.928329
40.789345	-73.952728
40.801746	-73.934425
40.808784	-73.959557
40.843777	-73.937874
40.812847	-73.937813
40.814228	-73.941208
40.818367	-73.95266
40.805374	-73.962341
40.798443	-73.941299
40.820866	-73.943314
40.805302	-73.939079
40.807522	-73.953148
40.796822	-73.94297
40.826908	-73.943558
40.788902	-73.955307
40.802814	-73.949196
40.80529	-73.939095
40.804688	-73.938072
40.823673	-73.945053
40.7981	-73.952225
40.838753	-73.941223
40.839443	-73.941071
40.818302	-73.937607
40.805157	-73.938972
40.805111	-73.939201
40.800152	-73.932327
40.804138	-73.966629
40.787048	-73.947746
40.806309	-73.950455
40.789524	-73.94606
40.868252	-73.91954
40.786205	-73.942551
40.817894	-73.938034
40.787975	-73.941208
40.842167	-73.942253
40.787186	-73.953674
40.81329	-73.939011
40.802662	-73.956612
40.829884	-73.947914
40.825329	-73.947464
40.820656	-73.936844
40.799812	-73.935806
40.803989	-73.936638
40.789768	-73.952438
40.789818	-73.952301
40.801701	-73.949898
40.814651	-73.936325
40.79538	-73.935783
40.840858	-73.939964
40.791119	-73.951355
40.820038	-73.936592
40.791714	-73.952766
40.805172	-73.939064
40.818153	-73.945343
40.814999	-73.958992
40.805	-73.938675
40.840317	-73.940117
40.789818	-73.952263
40.847801	-73.938095
40.810734	-73.952301
40.793976	-73.943008
40.798721	-73.941437
40.822315	-73.949783
40.823952	-73.944908
40.804947	-73.966316
40.812588	-73.957001
40.79594	-73.949944
40.786957	-73.941933
40.798466	-73.940926
40.838856	-73.939903
40.833584	-73.943504
40.79113	-73.951157
40.804359	-73.96701
40.801022	-73.942276
40.791653	-73.953064
40.795513	-73.949959
40.807007	-73.953552
40.80022	-73.954811
40.847183	-73.935181
40.803928	-73.965752
40.831581	-73.949036
40.798828	-73.936523
40.810627	-73.952202
40.790852	-73.947319
40.812866	-73.956062
40.810501	-73.943459
40.839836	-73.940643
40.805073	-73.962326
40.810734	-73.950699
40.804932	-73.93866
40.825382	-73.940056
40.790852	-73.953537
40.812977	-73.956017
40.79137	-73.952187
40.810448	-73.963387
40.812466	-73.955544
40.801811	-73.957085
40.785591	-73.949883
40.804909	-73.938751
40.800007	-73.947144
40.814194	-73.959572
40.804321	-73.955215
40.831097	-73.947182
40.81477	-73.944214
40.792896	-73.940887
40.804958	-73.939529
40.790447	-73.947594
40.821392	-73.946144
40.789047	-73.95417
40.851551	-73.935089
40.785797	-73.94278
40.804466	-73.96273
40.810726	-73.962006
40.838551	-73.946136
40.858932	-73.931419
40.800663	-73.946533
40.817631	-73.942093
40.841534	-73.940765
40.790665	-73.951035
40.85075	-73.935516
40.829987	-73.948013
40.788723	-73.953018
40.841099	-73.942482
40.812649	-73.937752
40.790878	-73.951584
40.803238	-73.952339
40.785091	-73.946594
