lat	lng
40.848309	-73.931137
40.845425	-73.938576
40.798157	-73.939781
40.81535	-73.958237
40.787716	-73.954872
40.80854	-73.944931
40.805267	-73.939102
40.813129	-73.956139
40.78965	-73.952316
40.791183	-73.939125
40.804268	-73.937439
40.822311	-73.942398
40.826591	-73.938911
40.805313	-73.939003
40.804413	-73.95179
40.804867	-73.938484
40.819744	-73.940285
40.808517	-73.952415
40.790874	-73.953545
40.810608	-73.952682
40.80191	-73.949493
40.789803	-73.952339
40.808117	-73.945145
40.841106	-73.94249
40.861622	-73.930275
40.805363	-73.962296
40.805206	-73.939209
40.849628	-73.936279
40.804241	-73.937202
40.790737	-73.953743
40.794453	-73.944801
40.802223	-73.949615
40.818588	-73.941292
40.804302	-73.937286
40.790806	-73.953606
40.78981	-73.952278
40.790817	-73.953751
40.816326	-73.948235
40.818665	-73.93766
40.816647	-73.946495
40.808235	-73.945107
40.841007	-73.939674
40.790085	-73.952087
40.814644	-73.940361
40.842377	-73.942223
40.810196	-73.951241
40.810059	-73.951118
40.808296	-73.94529
40.815678	-73.947273
40.804924	-73.937248
40.804321	-73.937355
40.827168	-73.94133
40.801105	-73.950439
40.822578	-73.953476
40.819492	-73.937012
40.813652	-73.956123
40.808113	-73.945107
40.789833	-73.952278
40.804501	-73.937454
40.805256	-73.939117
40.808388	-73.945175
40.803867	-73.936249
40.848728	-73.937325
40.822632	-73.941872
40.803467	-73.935867
40.806927	-73.953629
40.806812	-73.961128
40.813904	-73.944717
40.80521	-73.939262
40.868324	-73.918877
40.794582	-73.944618
40.811306	-73.957695
40.815308	-73.940109
40.807949	-73.963875
40.807571	-73.945152
40.798775	-73.941719
40.804398	-73.937569
40.839382	-73.941055
40.824066	-73.944725
40.814442	-73.944229
40.807751	-73.945587
40.786003	-73.951332
40.803253	-73.934807
40.842159	-73.939301
40.795837	-73.943665
40.807999	-73.945168
40.802258	-73.949448
40.813442	-73.941513
40.825108	-73.947426
40.807209	-73.953362
40.811974	-73.942574
40.810471	-73.950798
40.789932	-73.952301
40.798805	-73.941742
40.790707	-73.951759
40.813633	-73.93705
40.810478	-73.95192
40.809273	-73.94429
40.809666	-73.951515
40.789864	-73.952187
40.867683	-73.921455
40.815536	-73.958626
40.810493	-73.947166
40.850986	-73.938217
40.807575	-73.945259
40.812546	-73.949394
40.86248	-73.929832
40.806332	-73.954063
40.814034	-73.948273
40.812019	-73.936203
40.848236	-73.937714
40.783436	-73.945129
40.810047	-73.951355
40.79829	-73.952675
40.78915	-73.95285
40.808964	-73.94471
40.79829	-73.952621
40.79472	-73.939606
40.854927	-73.935669
40.82019	-73.955399
40.841301	-73.940842
40.808113	-73.945114
40.804043	-73.966789
40.810925	-73.952728
40.795895	-73.935402
40.804092	-73.936546
40.796082	-73.935226
40.810307	-73.951385
40.799316	-73.951569
40.805225	-73.939125
40.824116	-73.944946
40.833282	-73.940552
40.808079	-73.945122
40.836063	-73.943581
40.805321	-73.939224
40.808201	-73.945328
40.851295	-73.940918
40.808201	-73.945023
40.81094	-73.95285
40.801933	-73.957367
40.810539	-73.952873
40.81765	-73.945747
40.840939	-73.942841
40.830864	-73.947029
40.830898	-73.946983
40.820778	-73.944939
40.797043	-73.938042
40.804523	-73.937378
40.792301	-73.950539
40.797966	-73.939964
40.804741	-73.966347
40.806625	-73.964455
40.799446	-73.943474
40.804958	-73.938766
40.820786	-73.95443
40.8041	-73.936729
40.825527	-73.940025
40.839848	-73.940849
40.839508	-73.940498
40.788452	-73.940857
40.804211	-73.937538
40.789993	-73.95208
40.806602	-73.942558
40.810295	-73.951279
40.807968	-73.945221
40.813969	-73.940681
40.841022	-73.942329
40.818092	-73.952744
40.813866	-73.940514
40.81358	-73.956429
40.808342	-73.945221
40.822521	-73.953163
40.821098	-73.943184
40.808231	-73.945084
40.803856	-73.936005
40.824371	-73.93721
40.841034	-73.939758
40.814423	-73.940506
40.796043	-73.93531
40.823963	-73.944916
40.798546	-73.953056
40.80341	-73.93824
40.823002	-73.942078
40.805225	-73.939323
40.801975	-73.939323
40.825077	-73.94735
40.808372	-73.945015
40.867683	-73.921455
40.810734	-73.950684
40.817097	-73.942001
40.848099	-73.937805
40.841518	-73.940659
40.821579	-73.954208
40.797012	-73.938095
40.80447	-73.937408
40.818466	-73.941223
40.804226	-73.93689
40.842361	-73.939072
40.80909	-73.948082
40.815449	-73.944099
40.80994	-73.951576
40.789825	-73.952332
40.81076	-73.952293
40.8102	-73.951424
40.84243	-73.939163
40.837658	-73.942101
40.808262	-73.944984
40.841278	-73.942802
40.804337	-73.937286
40.823963	-73.944771
40.819695	-73.944221
40.804539	-73.955482
40.810955	-73.952919
40.810551	-73.952209
40.807968	-73.945053
40.814156	-73.940689
40.821899	-73.95356
40.828163	-73.940575
40.810745	-73.950882
40.821415	-73.938644
40.809734	-73.951462
40.815475	-73.939911
40.804428	-73.937325
40.803001	-73.952141
