lat	lng
40.852364	-73.934593
40.809143	-73.948044
40.806576	-73.94632
40.810165	-73.96154
40.803951	-73.965996
40.790249	-73.947754
40.801861	-73.931526
40.790169	-73.952118
40.805573	-73.965591
40.789162	-73.95488
40.802509	-73.941124
40.821098	-73.94326
40.804905	-73.966202
40.819901	-73.940598
40.803295	-73.940575
40.789307	-73.952583
40.800217	-73.945343
40.824097	-73.941109
40.815273	-73.958778
40.816479	-73.939262
40.787231	-73.943787
40.789211	-73.954811
40.794926	-73.932198
40.788738	-73.940559
40.79845	-73.941772
40.80912	-73.948059
40.809044	-73.951988
40.79089	-73.953644
40.792416	-73.950333
40.823174	-73.93811
40.804855	-73.96228
40.806393	-73.950066
40.820381	-73.954727
40.813972	-73.955765
40.811382	-73.946701
40.798328	-73.940895
40.811474	-73.961441
40.791672	-73.952995
40.789375	-73.954704
40.819481	-73.940643
40.799747	-73.951263
40.823009	-73.949211
40.803085	-73.938393
40.814213	-73.940628
40.787327	-73.947647
40.808609	-73.959747
40.790997	-73.951401
40.791328	-73.944519
40.807743	-73.952858
40.79158	-73.952538
40.826263	-73.950447
40.796322	-73.945961
40.820221	-73.936523
40.802361	-73.936874
40.795502	-73.93206
40.804501	-73.937584
40.803574	-73.963341
40.866283	-73.925377
40.790623	-73.954041
40.826633	-73.950142
40.820953	-73.937561
40.805206	-73.954811
40.788536	-73.953239
40.809902	-73.939682
40.807343	-73.964561
40.811943	-73.955132
40.805511	-73.962296
40.81213	-73.942383
40.804901	-73.962395
40.801823	-73.937172
40.815315	-73.940086
40.790844	-73.947136
40.789894	-73.952332
40.812233	-73.942062
40.808186	-73.94632
40.839764	-73.940781
40.824638	-73.936966
40.789284	-73.954681
40.790134	-73.952156
40.789078	-73.954895
40.787319	-73.941742
40.841751	-73.942657
40.791	-73.95179
40.788513	-73.953232
40.806183	-73.954239
40.828587	-73.948929
40.807327	-73.964554
40.80677	-73.964752
40.803944	-73.936188
40.793034	-73.940704
40.791801	-73.944557
40.806904	-73.939789
40.806938	-73.945915
40.787968	-73.941193
40.813602	-73.941383
40.808411	-73.947121
40.808167	-73.963921
40.841286	-73.942627
40.791321	-73.951141
40.805389	-73.939117
40.81142	-73.951988
40.863472	-73.92627
40.787022	-73.954376
40.804028	-73.955711
40.82938	-73.941963
40.801998	-73.934158
40.807274	-73.944321
40.82061	-73.936462
40.804993	-73.962387
40.838348	-73.941582
40.813908	-73.948471
40.790524	-73.945396
40.82196	-73.953857
40.79137	-73.93869
40.806919	-73.943588
40.794846	-73.932335
40.803455	-73.935997
40.835403	-73.943748
40.817142	-73.959778
40.802574	-73.956673
40.789371	-73.952744
40.788898	-73.953888
40.801998	-73.949974
40.806866	-73.964905
40.864769	-73.922768
40.798641	-73.952011
40.784866	-73.948502
40.856758	-73.928421
40.788292	-73.952927
40.803722	-73.963326
40.826328	-73.950684
40.824547	-73.946014
40.797977	-73.933968
40.788609	-73.940872
40.807575	-73.945518
40.825172	-73.951569
40.788925	-73.953804
40.789703	-73.952423
40.805992	-73.941139
40.788326	-73.940926
40.790817	-73.953789
40.805882	-73.965599
40.802456	-73.949341
40.810825	-73.952812
40.868896	-73.917717
40.822788	-73.945366
40.848267	-73.939392
40.804893	-73.962372
40.804649	-73.94117
40.806927	-73.960564
40.807007	-73.952934
40.839134	-73.940857
40.789967	-73.954628
40.79549	-73.932007
40.795689	-73.941696
40.802624	-73.94899
40.815777	-73.958565
40.807144	-73.949539
40.78933	-73.95256
40.826134	-73.945107
40.819607	-73.953957
40.805042	-73.939125
40.805363	-73.962173
40.825806	-73.947258
40.797409	-73.948952
40.835526	-73.940208
40.800743	-73.946754
40.841171	-73.93956
40.839622	-73.94059
40.804188	-73.967018
40.790588	-73.9515
40.788715	-73.955109
40.805466	-73.939125
40.787678	-73.953827
40.842686	-73.93914
40.789246	-73.954704
40.797367	-73.9468
40.849693	-73.933441
40.805466	-73.939163
40.804813	-73.96637
40.82299	-73.941994
40.847485	-73.938072
40.788277	-73.953545
40.808178	-73.963799
40.815796	-73.947197
40.785149	-73.949051
40.810852	-73.952827
40.789356	-73.954666
40.809338	-73.947983
40.821732	-73.954071
40.788963	-73.954201
40.822803	-73.94207
40.80603	-73.967293
40.819626	-73.944359
40.841328	-73.942558
40.808788	-73.94841
40.804916	-73.939064
40.804249	-73.937523
40.801819	-73.949226
40.80283	-73.956505
40.805447	-73.939133
40.815166	-73.958076
40.792133	-73.94635
40.798256	-73.936821
40.810005	-73.950874
40.791702	-73.953041
40.789318	-73.95488
40.805161	-73.938988
40.793316	-73.940422
40.805672	-73.936539
40.789864	-73.952286
40.800423	-73.938156
40.811893	-73.941696
40.850941	-73.932541
40.821793	-73.942635
40.795898	-73.943657
40.789883	-73.952339
40.808369	-73.944756
40.793419	-73.949631
